,tweet,prepro,label
977,"Gubernur Jatim Khofifah Indar Parawansa Positif Covid-19
Klik untuk baca: https://t.co/gsBx2grvu9

Download aplikasi https://t.co/LdH9NsAKuF untuk akses berita lebih mudah dan cepat:
Android: https://t.co/RXWjBZ9p8A
IOS: https://t.co/UGP8Rlsyzr","['gubernur', 'jatim', 'khofifah', 'indar', 'parawansa', 'positif', 'covid', 'klik', 'baca', 'download', 'aplikasi', 'akses', 'berita', 'mudah', 'cepat', 'android', 'ios']",netral
849,"Dirumah saja, kalau kangen video call saja...
Cegah penyebaran Covid-19 dengan taati protokol kesehatan kapan saja &amp; dimana saja https://t.co/6kTxUSiL4B","['rumah', 'kangen', 'video', 'call', 'cegah', 'sebar', 'covid', 'taat', 'protokol', 'sehat', 'mana']",positif
561,"@gathafazazi Di rumah aja, lagi covid ahaha","['gathafazazi', 'rumah', 'covid', 'ahaha']",positif
762,"Yaelah, covid tuh sama kek flu biasa. Cuma penyebarannya 4Ã— lebih cepat. 

Sama kek perasaan gw ke elu :'C","['yaelah', 'covid', 'kek', 'flu', 'sebar', 'cepat', 'kek', 'asa', 'gw', 'elu', 'c']",positif
1186,"@aewin86 @ekayulie_annis @vaijemm @pakarkampanye Emang Indonesia gak kacau gitu sama covid, sehingga bilang Indonesia aman aman aja ,padahal kan sendirinya pernah ngerasain kan","['aewin', 'ekayulie annis', 'vaijemm', 'pakarkampanye', 'emang', 'indonesia', 'kacau', 'gitu', 'covid', 'indonesia', 'aman', 'aman', 'ngerasain']",negatif
290,"Razia Masker dalam Rangka Ops Yustisi Untuk Mencegah Penyebaran Covid-19 diwilayah Hukum Polsek Sukagumiwang,  Pada Hari Jumat tgl 1 Januari 2021.

Hasil Giat Ops Yustisi :
Teguran : 11 pelanggar
Sosial     :   2 pelanggar

@humaspolresindramayu 
#polrilaksanakanopsyustisi https://t.co/I6qD8QfYML","['razia', 'masker', 'rangka', 'ops', 'yustisi', 'cegah', 'sebar', 'covid', 'wilayah', 'hukum', 'polsek', 'sukagumiwang', 'jumat', 'tgl', 'januari', 'hasil', 'giat', 'ops', 'yustisi', 'tegur', 'langgar', 'sosial', 'langgar', 'humaspolresindramayu', 'polrilaksanakanopsyustisi']",negatif
285,"""Sy apt. Ervianti Delarosa mengajak tmn2 u/ mlkukn prilaku hdp bersih sehat&amp;aktivitas yg membuatmu bhgia demi kshtn fisik&amp;mentalmu di thn baru ini. Jgn lupa senantiasa mnjga protokol kshtn dgn 3MÂ agar kita dpt melawan COVID-19 bersama-sama!Â "".#IYPG4Health#IYPG4All#IYPGVSummit2021 https://t.co/ngspE7me0r","['sy', 'apt', 'ervianti', 'delarosa', 'ajak', 'tmn', 'mlkukn', 'prilaku', 'hdp', 'bersih', 'sehat', 'aktivitas', 'buat', 'bhgia', 'kshtn', 'fisik', 'mental', 'thn', 'lupa', 'senantiasa', 'mnjga', 'protokol', 'kshtn', 'm', 'dpt', 'lawan', 'covid', 'iypg', 'health', 'iypg', 'all', 'iypgvsummit']",negatif
676,"Jangan pernah merasa takut dengan yang namanya virus corona, kita mati bukan karena virus corona, tetapi kita mati karena sudah di tentukan ajalnya, kita boleh percaya virus corona itu ada, tetapi kita tidak harus terlalu yakin bahwa 100% penyebabnya covid-19 atau virus corona","['takut', 'nama', 'virus', 'corona', 'mati', 'virus', 'corona', 'mati', 'tentu', 'ajal', 'percaya', 'virus', 'corona', 'sebab', 'covid', 'virus', 'corona']",positif
1269,"Sementara Terkonfirmasi Covid-19 kumulatif di Kab.Klaten hingga saat ini berjumlah 3.492 orang. Dari jumlah tersebut 376 orang menjalani perawatan/ isolasi mandiri, 2.943 orang pasien sembuh, serta 173 orang meninggal dunia.
â€”","['konfirmasi', 'covid', 'kumulatif', 'kab', 'klaten', 'orang', 'orang', 'jalan', 'awat', 'isolasi', 'mandiri', 'orang', 'pasien', 'sembuh', 'orang', 'tinggal', 'dunia']",netral
626,"Vaksin Covid-19 Siap Didistribusikan ke 34 Provinsi Mulai Januari, Menkes: Kami Kerja Siang Malam https://t.co/3tQ0XCaHDB","['vaksin', 'covid', 'distribusi', 'provinsi', 'januari', 'menkes', 'kerja', 'siang', 'malam']",positif
824,"Hal lain yang disampaikan adalah adanya penyesuaian jumlah mahasiswa yang diterima dan tahapan seleksi awal yang akan menggunakan hasil Ujian Tes Berbasis Komputer (UTBK) untuk meminimalkan dampak pandemi Covid-19.

Selengkapnya di https://t.co/PpRRlfWQ8t","['sesuai', 'mahasiswa', 'terima', 'tahap', 'seleksi', 'hasil', 'uji', 'tes', 'bas', 'komputer', 'utbk', 'minimal', 'dampak', 'pandemi', 'covid', 'lengkap']",netral
266,"baru kali ini liburan gabsa keluar negeri gegara covid!

biasanya gegara ga punya duit....

*sumber dari grup wa bapack2 sebelah","['kali', 'libur', 'gabsa', 'negeri', 'gegara', 'covid', 'gegara', 'duit', 'sumber', 'grup', 'wa', 'bapack', 'belah']",netral
327,"Kalo aja covid-19 ada wujudnya yang bisa terlihat sama manusia bakalan banyak orang yang takut dan bener-bener ngejaga diri, sayang covid-19 gak keliatan mata jadi manusia pada seenaknya dan banyak yang terlena","['covid', 'wujud', 'manusia', 'orang', 'takut', 'bener', 'bener', 'ngejaga', 'sayang', 'covid', 'liat', 'mata', 'manusia', 'lena']",positif
348,"Y'all haven't gone through enough this year to justify partying and endangering other people's lives. There just isn't an excuse. That ""harmless partying"" is why we're still not over covid and why so many of us are grieving today, so, no, you don't get a free pass.","['y', 'all', 'haven', 'gone', 'through', 'enough', 'this', 'year', 'to', 'justify', 'partying', 'and', 'endangering', 'other', 'people', 's', 'lives', 'there', 'just', 'isn', 'an', 'excuse', 'that', 'harmless', 'partying', 'is', 'why', 'we', 're', 'still', 'not', 'over', 'covid', 'and', 'why', 'so', 'many', 'of', 'us', 'are', 'grieving', 'today', 'so', 'no', 'you', 'don', 'get', 'a', 'free', 'pass']",netral
990,5 Sektor Bisnis Favorit Saat Pandemi Covid-19 https://t.co/jvWLfHIpfq https://t.co/5Q0YBpapDE,"['sektor', 'bisnis', 'favorit', 'pandemi', 'covid']",negatif
59,"Happy new year! 
ìƒˆí•´ ë³µ ë§Žì´ ë°›ìœ¼ì„¸ìš” !
æ˜Žã‘ã¾ã—ã¦ãŠã‚ã§ã¨ã†ï¼

Tahun lalu cmn sempet beli 1 album karna covid jadi gabisa kemana-mana dan ngga punya pemasukan..  HiksðŸ˜¢
Semoga tahun ini wish list ku kecentang semua~ðŸ™ðŸ™

Btw aku lagi dengerin lagu di album persona ðŸ˜Š https://t.co/Pk5jWEDhIj","['happy', 'new', 'year', 'cmn', 'sempet', 'beli', 'album', 'karna', 'covid', 'gabisa', 'mana', 'ngga', 'pasu', 'hiks', 'moga', 'wish', 'list', 'ku', 'centang', 'btw', 'dengerin', 'lagu', 'album', 'persona']",positif
410,Menikmati acara TV bersama keluarga. Semoga pandemi covid 19 segera berlalu. Aamiin YRA @ Perum Cijerah I blok II No.17 https://t.co/9nmLQxLqJb,"['nikmat', 'acara', 'tv', 'keluarga', 'moga', 'pandemi', 'covid', 'aamiin', 'yra', 'perum', 'cijerah', 'i', 'blok', 'ii', 'no']",positif
1265,"Polsek Karang Pilang Polrestabes Surabaya
Melakukan Ops Yustisi Prokes Covid-19 di tempat keramaian, Warkop dan tempat perbelanjaan 
Berharap agar warga selalu gunakan masker saat berada dan melakukan aktifitas di luar rumah
https://t.co/mUqSDqudCO","['polsek', 'karang', 'pilang', 'polrestabes', 'surabaya', 'ops', 'yustisi', 'prokes', 'covid', 'ramai', 'warkop', 'belanja', 'harap', 'warga', 'masker', 'aktifitas', 'rumah']",positif
413,"Covid-19, Apa dan Bagaimana Terapi Plasma? https://t.co/vUEs1A1HZT https://t.co/mKHybH33Fv","['covid', 'terapi', 'plasma']",netral
1217,@msaid_didu Saya percaya ada covid tapi tidak untuk di takuti.,"['msaid didu', 'percaya', 'covid', 'takut']",negatif
814,"Baru kali ini ga tahun baruan di luar negeri karena Covid-19, biasanya cuma rebahan karena gapunya duit","['kali', 'baru', 'negeri', 'covid', 'rebah', 'gapunya', 'duit']",netral
812,"Cegah Covid-19 dan Patuh Protokol Kesehatan

#cegahcovid-19
#ayopakaimasker https://t.co/laE7TsU6KX","['cegah', 'covid', 'patuh', 'protokol', 'sehat', 'cegahcovid', 'ayopakaimasker']",positif
1027,"Melalui akun twitternya gubernur Jawa Timur Bu @KhofifahIP menginformasikan dirinya positif Covid-19.

Lekas sembuh Bu Gubernur https://t.co/9shpU2sVpf","['akun', 'twitternya', 'gubernur', 'jawa', 'timur', 'bu', 'khofifahip', 'informasi', 'positif', 'covid', 'lekas', 'sembuh', 'bu', 'gubernur']",negatif
1199,"@Wedhus999 @harianja_marg Sedih lihatnya, tadi takziah tetangga meninggal karena sakit asam lambung tapi kenapa kok seperti orang kena covid perlakuannya. Padahal ada masjid tapi disholatkan di jalan dan jenazah ada di mobil.","['wedhus', 'harianja marg', 'sedih', 'lihat', 'takziah', 'tetangga', 'tinggal', 'sakit', 'asam', 'lambung', 'orang', 'kena', 'covid', 'laku', 'masjid', 'disholatkan', 'jalan', 'jenazah', 'mobil']",positif
333,Kapolres Tegal Sambut Kunjungan Pamatwil Mabes Polri dalam rangka  Pengamanan menghadapi Kontijensi Terhadap ancaman terorisme dan pencegahan Covid 19 pada momen pergantian Tahun Baru 2021 di wilayah hukum Polres Tegal. https://t.co/PD67SESpok,"['kapolres', 'tegal', 'sambut', 'kunjung', 'pamatwil', 'mabes', 'polri', 'rangka', 'aman', 'hadap', 'kontijensi', 'ancam', 'terorisme', 'cegah', 'covid', 'momen', 'ganti', 'wilayah', 'hukum', 'polres', 'tegal']",positif
857,"Polri Peduli, Semoga Pemberian ini Dapat Meringankan Beban Saudara Kita Dimasa Pandemi Covid-19
#PolriPeduli
#PolriHumanis
#PolresBangli https://t.co/fV4OZ2mEPr","['polri', 'peduli', 'moga', 'beri', 'ringan', 'beban', 'saudara', 'masa', 'pandemi', 'covid', 'polripeduli', 'polrihumanis', 'polresbangli']",negatif
1096,"Penyajian data ini menyesuaikan dengan Buku Pedoman Penanganan COVID-19 Jilid ke-5 dari Kementerian Kesehatan RI
__
Kami lampirkan pula data persebaran pasien positif COVID-19 di wilayah DIY yang melingkupi 4 Kabupaten dan 1 Kota Yogyakarta per Minggu, 10 Januari 2021 https://t.co/axSihKAyOn","['saji', 'data', 'sesuai', 'buku', 'pedoman', 'tangan', 'covid', 'jilid', 'menteri', 'sehat', 'ri', '', 'lampir', 'data', 'sebar', 'pasien', 'positif', 'covid', 'wilayah', 'diy', 'lingkup', 'kabupaten', 'kota', 'yogyakarta', 'minggu', 'januari']",netral
581,"Mengawali awal tahun baru dengan berita yang â€˜beratâ€™. Bismillah, stay safe, stay healthy semua. Cirlce Covid-19 semakin dekat. Emang kampret! Capek bgt.. â˜¹ï¸","['awal', 'berita', 'berat', 'bismillah', 'stay', 'safe', 'stay', 'healthy', 'cirlce', 'covid', 'emang', 'kampret', 'capek', 'bgt']",negatif
1106,"Covid sudah makin dekat, semoga semua dalam perlindunganNYA ðŸ™","['covid', 'moga', 'lindung']",positif
989,"semoga yang meninggal karna covid, husnul khatimah, keluarganya diberi ketabahan, dan terampuninya dosa2 keluarga&amp;jasadnya, aamiin aamiin aamiin","['moga', 'tinggal', 'karna', 'covid', 'husnul', 'khatimah', 'keluarga', 'tabah', 'ampun', 'dosa', 'keluarga', 'jasad', 'aamiin', 'aamiin', 'aamiin']",negatif
435,"Hal positif dari terkena covid itu, jadi tau banyak banget orang orang baik disekitar gue. ðŸ¤—ðŸ¤—","['positif', 'kena', 'covid', 'banget', 'orang', 'orang', 'sekitar', 'gue']",positif
1048,"Epidemiologi: Pergub/Perwali Perlu Ditegakkan Lagi untuk Kendalikan Covid-19
https://t.co/LHleM30PNZ","['epidemiologi', 'pergub', 'wali', 'tegak', 'kendali', 'covid']",positif
813,"@Polresta_DPS Cegah Covid-19 dan Patuh Protokol Kesehatan

#cegahcovid-19
#ayopakaimasker","['polresta dps', 'cegah', 'covid', 'patuh', 'protokol', 'sehat', 'cegahcovid', 'ayopakaimasker']",positif
513,"Nah, orang2 pada ngira yg kena covid dg gejala parah ""hanya"" orang yg punya penyakit bawaan. Padahal memang karna imun, kita gatau imun kita lg kuat apa nggak. Siapapun bisa terpapar. https://t.co/moYSD7oZQa","['orang', 'ngira', 'kena', 'covid', 'gejala', 'parah', 'orang', 'sakit', 'bawa', 'karna', 'imun', 'gatau', 'imun', 'lg', 'kuat', 'nggak', 'papar']",negatif
328,"RS Bethesda Yogyakarta mengucapkan
Selamat Tahun Baru 2021. Lindungi dirimu dan keluargamu dari Covid-19. Ingat selalu pesan ibu.
#tahunbarudirumahaja https://t.co/da9TPYFACG","['rs', 'bethesda', 'yogyakarta', 'selamat', 'lindung', 'diri', 'keluarga', 'covid', 'pesan', 'tahunbarudirumahaja']",positif
798,"Dear 2021, kalau bisa COVID-19 selesai deh. Bosen hidup kayak gini terus","['dear', 'covid', 'selesai', 'deh', 'bosen', 'hidup', 'kayak', 'gin']",negatif
318,2021 Covid bubar biar ga ambyar,"['covid', 'bubar', 'ambyar']",negatif
1035,"New Case Alert: 419 new COVID-19 cases confirmed in Nepal. Now, total number of COVID-19 confirmed cases in Nepal reached to 261,438. 

Source: Press Release, MoHP-Nepal","['new', 'case', 'alert', 'new', 'covid', 'cases', 'confirmed', 'in', 'nepal', 'now', 'total', 'number', 'of', 'covid', 'confirmed', 'cases', 'in', 'nepal', 'reached', 'to', 'source', 'press', 'release', 'mohp', 'nepal']",negatif
83,"Terpopuler: Resep Masakan Tahun Baru, Maia Estianty Sembuh 3 Hari dari COVID-19 

#CTBot Adrop Ram 0.05 TRX 10

https://t.co/cm184eyBdF","['populer', 'resep', 'masakan', 'maia', 'estianty', 'sembuh', 'covid', 'ctbot', 'adrop', 'ram', 'trx']",positif
129,"Cek Calon Penerima Vaksin Covid-19 gratis

Vaksin covid-19 akan segera dibagikan tahun 2021 ini, bagaimana cara cek penerima vaksinasi covid-19 yang menjadi prioritas? silakan ikuti tutorial https://t.co/VXlGi24dNi","['cek', 'calon', 'terima', 'vaksin', 'covid', 'gratis', 'vaksin', 'covid', 'bagi', 'cek', 'terima', 'vaksinasi', 'covid', 'prioritas', 'sila', 'ikut', 'tutorial']",positif
1324,Siapa sih yang pertama memberi saran atau ngasih ide kalo nutup jalan pake bambu solusi mengatasi covid. . . ðŸ˜ŒðŸ˜Œ,"['saran', 'ngasih', 'ide', 'nutup', 'jalan', 'pake', 'bambu', 'solusi', 'atas', 'covid']",netral
570,"Baru tahun 2020 ngga bisa liburan karena covid, biasanya karena ngga punya duit ðŸ˜","['ngga', 'libur', 'covid', 'ngga', 'duit']",negatif
528,@adallos Right - images like the left make me anxious in COVID times. I'll never look at crowds the same.,"['adallos', 'right', 'images', 'like', 'the', 'left', 'make', 'me', 'anxious', 'in', 'covid', 'times', 'i', 'll', 'never', 'look', 'at', 'crowds', 'the', 'same']",positif
171,"namun sekarang di tahun 2021. Kosan tersebut tentunya sudah sangat aman untuk ditinggali. Kalau tidak ada covid, mungkin kosan ini sudah penuh. Di tahun 2017 saja kosan ini sudah penuh dan sampai menolak mahasiswi, sangking penuhnya.","['kosan', 'aman', 'tinggal', 'covid', 'kosan', 'penuh', 'kosan', 'penuh', 'tolak', 'mahasiswi', 'sangking', 'penuh']",positif
1115,"@banditgiveaways @FastFreeCrypto @Inhodl_digital Dear all of you here, I believe you are good people, I apologize to the admin here. All I ask is that you pray for our family and all the people in the world who are fighting against covid 19 to be given the strength and confidence to fight this disease.ðŸ™","['banditgiveaways', 'fastfreecrypto', 'inhodl digital', 'dear', 'all', 'of', 'you', 'here', 'i', 'believe', 'you', 'are', 'good', 'people', 'i', 'apologize', 'to', 'the', 'admin', 'here', 'all', 'i', 'ask', 'is', 'that', 'you', 'pray', 'for', 'our', 'family', 'and', 'all', 'the', 'people', 'in', 'the', 'world', 'who', 'are', 'fighting', 'against', 'covid', 'to', 'be', 'given', 'the', 'strength', 'and', 'confidence', 'to', 'fight', 'this', 'disease']",positif
260,"Nol Kasus Covid-19 Sejak Mei, Wuhan Rayakan Tahun Baru dengan Meriah https://t.co/AtWRldhavX","['nol', 'covid', 'mei', 'wuhan', 'raya', 'riah']",negatif
661,Baksos Ansor dan Banser pembagian 1500 masker. Guna penanggulangan penularan covid-19 https://t.co/yWhEATuTsO,"['baksos', 'ansor', 'banser', 'bagi', 'masker', 'tanggulang', 'tular', 'covid']",positif
679,"Baru kali ini tahun baru gabisa keluar negeri gara""covid-19, biasanya sih gara"" gapunya uang. :""","['kali', 'gabisa', 'negeri', 'gara', 'covid', 'gara', 'gapunya', 'uang']",negatif
665,@bonggbudiharto Amiiin dan covid musnah,"['bonggbudiharto', 'amiiin', 'covid', 'musnah']",positif
1176,"Penegakan Hukum Protokol Kesehatan Pencegahan Covid - 19
Sinergitas TNI POLRI Koramil Dan Polsek Parang
Di Pimpin Kspkt B Polsek Parang Aiptu Juri @ Polsek Parang Polres Magetan https://t.co/63Sanv2Kyu","['tega', 'hukum', 'protokol', 'sehat', 'cegah', 'covid', 'sinergitas', 'tni', 'polri', 'koramil', 'polsek', 'parang', 'pimpin', 'kspkt', 'b', 'polsek', 'parang', 'aiptu', 'juri', 'polsek', 'parang', 'polres', 'magetan']",negatif
1080,Capek bgt denger berita covid yaallah ini kpn vaksin nya si,"['capek', 'bgt', 'denger', 'berita', 'covid', 'yaallah', 'kpn', 'vaksin']",positif
332,"Semoga tahun 2021 kita semua diberikan kesehatan, dijauhkan dari wabah covid, diberi kelancaran rizki, sukses dlm karir &amp; usaha, dikabulkan hajatnya, makin suka beramal,  makin tekun beribadah kepada Allah SWT, bahagia bersama keluarga dan selalu mendapatkan kebaikan2. Aamiin YRA https://t.co/bIsRlmfFqh","['moga', 'sehat', 'jauh', 'wabah', 'covid', 'lancar', 'rizki', 'sukses', 'dlm', 'karir', 'usaha', 'kabul', 'hajat', 'suka', 'amal', 'tekun', 'ibadah', 'allah', 'swt', 'bahagia', 'keluarga', 'baik', 'aamiin', 'yra']",positif
355,@warriorxxy Covid,"['warriorxxy', 'covid']",negatif
138,Pasca covid  prepare,"['pasca', 'covid', 'prepare']",positif
381,"@Indostransfer Pak @DivHumas_Polri kemana aja bicara pandemi pak, kemarin2 kasus covid meningkat tajam 4000case tiap hari, 5000case tiap hari pilkada tetep jalan ko, knp liga seolah2 susah banget nasib perut org loh pa bnyk yg bergantung dr sepakbola juga.. Toh kan tanpa penonton ini..","['indostransfer', 'divhumas polri', 'mana', 'bicara', 'pandemi', 'kemarin', 'covid', 'tingkat', 'tajam', 'case', 'case', 'pilkada', 'tetep', 'jalan', 'ko', 'knp', 'liga', 'susah', 'banget', 'nasib', 'perut', 'org', 'pa', 'bnyk', 'gantung', 'dr', 'sepakbola', 'tonton']",positif
292,why the fuck is everyone going out? does covid magically disappear in jan 1?,"['why', 'the', 'fuck', 'is', 'everyone', 'going', 'out', 'does', 'covid', 'magically', 'disappear', 'in', 'jan']",netral
1091,"harusnya besok sudah mulai pembelajaran tatap muka sama anak-anak, qodarullah wa maa syaa fa'ala lagi-lagi gajadi karena angka covid semakin meningkat, makin rindu mereka:""ðŸ’”","['besok', 'ajar', 'tatap', 'muka', 'anak', 'anak', 'qodarullah', 'wa', 'maa', 'syaa', 'fa', 'ala', 'gajadi', 'angka', 'covid', 'tingkat', 'rindu']",negatif
479,Synergising diplomacy: To meet post-COVID-19 challenges https://t.co/ewMVWdxAV4,"['synergising', 'diplomacy', 'to', 'meet', 'post', 'covid', 'challenges']",negatif
141,"""Sbg bangsa besar &amp; beragam, ada banyak Bahasa yg digunakan di Indonesia utk bs berkomunikasi satu sm lain.

Sbg slh satu jembatan penting agr masy lbh memahami ttg Protokol Kesehatan &amp; mengubah perilaku yg selaras dng Penanganan COVID-19, disediakan pedoman dlm 77 Bahasa Daerah https://t.co/isqCjh0FdA","['sbg', 'bangsa', 'agam', 'bahasa', 'indonesia', 'komunikasi', 'sm', 'sbg', 'slh', 'jembatan', 'agr', 'masy', 'lbh', 'paham', 'ttg', 'protokol', 'sehat', 'ubah', 'perilaku', 'selaras', 'dng', 'tangan', 'covid', 'sedia', 'pedoman', 'dlm', 'bahasa', 'daerah']",positif
678,"hey my moots, fun facts.
u want to know who's behind the creation of covid? THIS MAN!
anthony fucking fauci.
and now he will gets money for vaccine. good play fauci https://t.co/q6fOsCKwhF","['hey', 'my', 'moots', 'fun', 'facts', 'want', 'to', 'know', 'who', 's', 'behind', 'the', 'creation', 'of', 'covid', 'this', 'man', 'anthony', 'fucking', 'fauci', 'and', 'now', 'he', 'will', 'gets', 'money', 'for', 'vaccine', 'good', 'play', 'fauci']",negatif
629,"@lapublichealth Wow, thatâ€™s as likely as dying in a flood!
Since the avg age a new dad in the US is 31, and there are 11M males 30-34, but only 1300 deaths, thatâ€™s a 1 in 100,000 chance of dying from Covid, ie, almost the same odds as say dying by a flood, a bit better than by a dog (ouch!)","['lapublichealth', 'wow', 'that', 's', 'as', 'likely', 'as', 'dying', 'in', 'a', 'flood', 'since', 'the', 'avg', 'age', 'a', 'new', 'dad', 'in', 'the', 'us', 'is', 'and', 'there', 'are', 'm', 'males', 'but', 'only', 'deaths', 'that', 's', 'a', 'in', 'chance', 'of', 'dying', 'from', 'covid', 'ie', 'almost', 'the', 'same', 'odds', 'as', 'say', 'dying', 'by', 'a', 'flood', 'a', 'bit', 'better', 'than', 'by', 'a', 'dog', 'ouch']",negatif
548,"Diungkapkan Jokowi, pada tahun ini, pemerintah akan melanjutkan program untuk mengatasi pandemi yang masih terjadi. â€œJika tak ada aral melintang, pemerintah akan menggelar vaksinasi massal Covid-19 kepada masyarakat,â€ katanya.","['jokowi', 'perintah', 'lanjut', 'program', 'atas', 'pandemi', 'aral', 'lintang', 'perintah', 'gelar', 'vaksinasi', 'massal', 'covid', 'masyarakat']",negatif
139,"Akhir-akhir ini semakin sering ngelihat ambulan ber-APD lengkap, seketika  dalam hati berpikir "" WAH!!! keren juga ya Yogya, geladi kotor bisa seniat ini"". Jadi makin yakin pejabat daerah benar-benar serius menangani COVID-19 ini. Daerah lain jangan sampai minder ðŸ™","['ngelihat', 'ambul', 'ber', 'apd', 'lengkap', 'hati', 'pikir', 'keren', 'yogya', 'geladi', 'kotor', 'niat', 'jabat', 'daerah', 'serius', 'tangan', 'covid', 'daerah', 'minder']",positif
